barcode_id,brand,product_name,energy_kcal,sodium_mg,has_msg,country
8852018101147,"Yum Yum, YumYum",Grilled Chicken Flavour,281.0,1190.0,1,"France,Germany,Spain,Norway"
8712429130405,Nissin,Cup Noodles Crevettes,80.0,400.0,1,"Frankreich,Deutschland,en:Deutschland,en:Frankreich"
3229820803272,Tanoshi,Nouilles de riz précipités saveur poulet pour soupe pho,109.0,520.0,0,en:fr
0041789002311,"Maruchan,Maruchan  Inc.",Maruchan Chicken-Flavor Ramen Noodle Soup,441.86,1961.12,1,United States
8720828404324,Tummie Time,Korean BBQ noodles,439.0,1062.0,1,en:fr
8801073210776,Samyang,Buldak Original Spicy Ramen Cup,400.0,900.0,0,"France, Singapore, en:united-kingdom"
8801073141896,Samyang,Buldak HOT Chicken Flavor Ramen,393.0,983.0,0,"Australia,France,United States"
3229820181370,"Tanoshi, tanoshi Japon",Ramen saveur Crevette - Nouilles japonaises précuites,161.0,669.0,0,France
5050665045354,Naked,Japanese Style Chicken Yakisoba,103.0,405.0,0,en:gb
3229820783024,Tien Shan,Mian Tiao saveur crevettes - 85 g - Thien Shan,83.0,320.0,1,France
8720618986580,Unknown,Asian Style Chicken Flavour,439.0,1688.0,0,en:fr
8850987128547,MAMA,Noodle Creamy Shrimp Tom Yum,71.0,0.0,1,"Australia, Belgium, Finland, France, en:united-kingdom"
3250391945344,"Intermarché, Itinéraire des Saveurs",NOUILLES INSTANTANEES SAVEUR BŒUF 3x65g,148.0,332.0,0,France
3560071451714,Carrefour,Noodles saveur poulet & curry,109.0,284.0,0,en:fr
0041789002120,Maruchan,Ramen Noodle Soup Beef Flavor,442.0,1670.0,1,United States
3229820799902,Tanoshi,Nouilles saveur poulet yakitori et gingembre,60.0,304.0,0,en:fr
5901384506681,Ajinomoto,Ramen nouille de blé saveur poulet shio,90.0,388.0,1,"France,Pologne"
5997523317072,Nissin,Cup Noodles Hot Chili Spicy - Roasted Sesame Soup,79.0,520.0,1,Germany
5414972130415,,Aiki Noodle Hot & Spicy,97.0,520.0,1,Belgium
0041789001215,Marchand,Ramen,453.0,1800.0,1,Vereinigte Staaten von Amerika
4088600461243,Aldi,Ready to Wok rice noodles,146.0,56.0,0,en:gb
6923744319129,Noodle Master,Nouilles yakisoba saveur poulet cacahuètes,474.0,560.0,0,France
8852018800019,Yum Yum,Yum yum Thai coconut soup,104.0,800.0,1,France
3038359911835,Banzaï Noodle,Banzaï Noodle saveur curry,82.0,520.0,1,en:France
5997523313234,Nissin,Soba Yakitori Chicken,221.0,760.0,1,"Frankreich,Deutschland"
8901058851298,"Nestlé,Maggi",Maggi 2-minutes Noodles,437.0,1232.2,0,India
20536350,Kania,Pasta i Basta,79.0,280.0,0,"Česko,Maďarsko,Rumunsko"
8801043021883,Nongshim,China Nudeln,422.0,1495.0,0,"Germany, en:united-kingdom"
5901384506698,Oyakata,Ramen soja,90.0,0.0,0,"Poland, en:france"
5050665048690,Naked,Noodles,128.0,420.0,0,en:gb
8000050019436,Saikebon,Saikebon noodles manzo,91.9,317.0,0,"Francia,Italia"
5997523314804,Nissin,Cup Noodles Teriyaki Chicken,87.0,280.0,0,en:United Kingdom
5285000397847,Unknown,Nouilles instantanées,448.0,0.0,0,en:Morocco
8480000087270,Hacendado,Yakisoba sabor soja,219.0,560.0,1,Spain
8801043025256,Nongshim,Shin noodle spicy,436.0,1416.0,0,"Finland, France, Germany, Switzerland, en:united-kingdom"
0089686170115,Indomie,Chicken Flavour Noodles,444.0,1970.0,0,France
5050665048652,Naked,Ultimate noodles naked Japanese style chicken,142.0,318.0,0,en:United Kingdom
8801073114814,Samyang,Buldak Cream Carbonara Hot Chicken Flavor Ramen,393.0,1110.0,1,"Canada, Vietnam, en:morocco"
5060250611420,Unknown,Vegtable Laska imp,72.0,120.0,0,en:gb
5060960661586,Itsu,Crystal Noodles Sweet Soy Glaze,214.0,1080.0,0,en:United Kingdom
8994963002824,Indomie,Noodles Chicken,444.0,1970.0,1,"France,Poland,Indonesia"
8710522627433,"Knorr, Unilever",Asia Noodles - Chicken Taste,84.0,300.0,1,en:Germany
8852018201021,Yum Yum,Chicken Flavour,479.0,1390.0,1,"Frankrijk,Spanje"
8801043053167,Nongshim,Super Spicy Red Shin,426.0,1280.0,1,"Polen, Spanien, Germany"
5060960663245,Itsu,Big Bowl Noodles Sesame Ramen,72.1,300.0,0,en:United Kingdom
4056489354918,Lidl,Noodles instant chicken,163.0,208.0,0,en:gb
3229820803203,Tanoshi,Nouilles saveur Kimchie,61.0,336.0,0,en:fr
8801073113404,Buldak,Artificial Spicy Chicken Flavor Curry,414.29,948.0,1,"France,Germany,Norway"
5901384504854,Ajinomoto,Oyakata Japanese Curry,0.0,0.0,1,"France,Germany,United Kingdom"
8852018511052,Yum Yum,"Nouilles instantanées saveur poulet, pack de 5",76.0,320.0,1,"Frankreich,Deutschland"
8850987128561,Mama,Mama Chicken,72.0,393.0,1,"France, Germany, en:finland"
0070662030035,"Nissin,Cup Noodles",Cup Noodles Chicken Flavor,453.0,1810.0,0,"Bolivia,Estados Unidos"
5997523311216,Nissin,SOBA Cup Sukiyaki Bœuf,220.0,760.0,1,France
0059491000501,MR. NOODLES,Instant Noodles,442.0,1400.0,1,"Canada,France"
8606108584163,Indomie,Noodles,444.0,1928.0,0,"France,Germany"
8445290435712,Maggi,Chicken Flavor Noodles,88.0,292.0,0,en:gb
7613035261563,Maggi,MAGGI soupe repas façon curry,75.0,200.0,1,France
8850100002471,WaiWai,Instant Noodles Chicken Flavour,81.0,1000.0,1,France
4820179253320,Reeva,Instant noodles beef,398.0,2400.0,1,"Vereinigtes Königreich, Germany"
8801043032285,Nongshim,Kimchi Ramyun Noodle Soup,430.0,2080.0,1,"Germany, en:united-kingdom"
5997523317133,Nissin,Nouilles Japonaises Piment et Sésame,79.0,520.0,1,France
3038359004223,Lustucru,Lustucru banzaï noodle saveur crevette 60g,83.0,440.0,1,France
5997523315832,Nissin Foods,Cup Noodles Big Soba Wok Style,204.0,480.0,1,"Vereinigtes Königreich,Deutschland"
3564706501959,"Marque Repère, Tables du Monde",Nouilles asiatiques instantanées crevette - cup,0.0,2520.0,1,France
5060430292623,Unknown,Fresh Thai noodles Thai green,94.88528,172.0,0,en:gb
7613036683371,Maggi,Noodle cup beef taste,103.0,400.0,0,"Austria, France, en:germany"
6111269970011,Noody,Instant Noodles SHRIMP FLAVOUR,437.142857142857,0.0,0,ma
4019339646113,Davert,Noodle Cup No. 11 Linsen Bolognese,96.7,238.0,0,Germany
6091091000196,Apollo,Nouilles Légumes Apollo,95.0,200.0,1,"France, en:reunion"
0089686171679,Indomie,Mi Goreng Stir Fry Noodles Hot & Spicy Flavour,462.0,1010.0,1,"ประเทศฝรั่งเศส,ประเทศสวิตเซอร์แลนด์"
3564700696910,"Marque Repère, Tables du Monde",Nouilles instantanées (saveur boeuf),479.0,2560.0,1,France
5285000390640,Indomie,Indomie instant noodles,317.0,0.0,0,"United Arab Emirates, en:morocco"
8801043061674,Nongshim,Shin Ramyun stir fry,459.0,1000.0,1,"Australien, Germany"
7613037683608,Maggi,Saucy Noodles Sweet Chili,117.0,252.0,0,Germany
0070662010020,"Nissin,Nissin Foods (Usa) Co.  Inc.",Top Ramen - beef,447.0,1560.0,1,États-Unis
4061462213076,Asia Green Garden,Instant-Nudeln Vegetable,73.0,0.0,1,Deutschland
8852523206030,"Thai Chef,Thai President Foods",Instant noodles (chicken flavour),439.0,1396.8,1,"Germany,Morocco"
3560070957293,Carrefour,Noodles saveur curry,85.0,260.0,1,"France,Spain"
6921555506035,"Jml,今麦郎",Nouilles champignons,495.0,2310.0,1,"Chine,France"
3760275572486,Autour du riz,,73.0,320.0,0,"France,Italy"
3229820799919,Tanoshi,Nouille japonaises saveur Miso légumes Yasai,61.0,304.0,0,France
9555022300054,Mamee,Nouilles instantanées saveur légumes,77.0,560.0,0,France
3229820796482,tien shan,Nouilles de riz thai coriandre et epices,62.0,320.0,0,France
5997523315757,Nissin,soba noodles duck,203.0,452.40000000000003,1,"Ireland,United Kingdom"
3564706501874,"Marque Repère, Tables du Monde",Nouille asiatique poulet,0.0,2680.0,1,France
5901384503734,Ajinomoto,Oyakata Chicken Ramen,90.0,332.0,1,"Frankreich,Deutschland"
3564706501911,"Marque Repère, Tables du Monde",Nouilles instantanées curry,460.0,1840.0,1,France
3229820799889,Tanoshi,Nouilles japonaises Boeuf gyudon,0.0,0.0,0,France
0089686170924,Indomie,Mi goreng Fried Noodles,227.26030857143,370.85714285714,1,"Australia,Indonesia,New Zealand"
3661945390037,Korean Food,Nouilles Udon Cup Bœuf - Korean Food Style,149.0,1080.0,0,France
4056489192244,Lidl,Instant noodles,338.0,3462.0,0,en:fr
3564706501836,"Marque Repère, Tables du Monde",Nouilles asiatiques instantanées saveur boeuf - cup,463.0,2280.0,1,France
3229820802534,Tanoshi,Nouilles Saveur Poulet Gochugaru,65.0,292.0,0,"en:fr,"
8934563284152,Unknown,Pho wok,406.0,1320.0,1,en:fr
5021476000825,REN Skincare,Shot Chicken & Sweetcorn Noodles,81.5,242.0,0,"United Kingdom, en:australia"
8801073115088,Samyang,Buldak Spicy Ramen Quattro Cheese Artificial Spicy Chicken Flavor,407.0,1320.0,1,en:ca
4820179256932,Reeva,Fidea de preparare rapidă cu gust de pui picant,413.0,2160.0,1,"Молдова,България"
4820179257519,Reeva,Reeva Instant Nudelgericht GEMÜSE,0.0,0.0,1,en:Germany
8801045999913,"Ottogi Ramyon, Ottogi",Jin Ramen Spicy,421.0,1480.0,1,"Australien, Frankreich, Germany"
8712857981150,Unknown,Instant Noodles Beef Flavour,92.0,416.0,0,en:fr
8000050021644,Star,Saikebon noodles yakisoba manzo,232.0,0.0,1,Italie
8402001021985,Hacendado,Fideos instantáneos sabor Pollo,98.0,280.0,1,Espanha
5901882110069,Vifon,Kurczak curry instant noodle soup,70.0,1750.0,1,Poland
8850987123412,"Mama,Thai President Foods",Cup Chicken Flavour,81.0,354.0,1,Switzerland
5000175409023,Batchelors,Cup a Soup Chicken Noodle 4 Pack,35.0,220.0,1,en:United Kingdom
8994963002794,Indo Mie,Instant noodles,483.0,880.0,1,"France, Germany, en:united-kingdom"
5059697695803,Hearty {Tesco),Curry Flavour Instant Noodles,165.0,120.0,0,en:gb
3250392057152,Itinéraire des Saveurs,Cup Nouilles Saveur boeuf,294.0,1600.0,1,France
6920152460061,"康师傅, Master Kong",红烧牛肉面,512.0,960.0,1,"China, Spain, Germany"
3564700696927,"Marque Repère, Tables du Monde",Nouilles Instantanées Saveur Poulet,501.0,2040.0,1,France
8850987131707,Mama,Mi Goreng,0.0,0.0,1,"France, Germany, United States, en:united-kingdom"
7613037870046,"5 Minuten Terrine, Maggi",Spaghetti Bolognese,93.0,292.0,0,en:de
5000354405013,batchelors,Super Noodles Bacon Flavour,151.0,164.0,1,United Kingdom
5901384503789,Ajinomoto,Oyakata Miso Ramen,0.0,0.0,1,"Frankreich,Deutschland,Niederlande"
5901384505325,"Oyakata,Ajinomoto",Chicken ramen,0.0,0.0,1,"Poland,Norway"
5997523335410,Nissin,,90.0,388.0,1,"Francja,Niemcy,Holandia,Polska,Szwecja"
8852018201014,YumYum,Nouilles instantanées Boeuf,98.5,488.0,1,"Allemagne,en:Frankreich"
5901384506674,Ajinomoto,Oyakata - Ramen Nouilles de blé longues et fines saveur Miso & Légumes,98.0,420.0,1,en:france
7613030700067,"Nestlé, Maggi",Nudeln gebratene Ente,187.0,512.0,0,"France,Germany"
3229820786674,Tien Shan,Nouilles de blé saveur canard,78.0,2240.0,1,France
8850987101083,MAMA,Oriental Style Instant Noodles Shrimp Flavour,467.0,2720.0,1,"Belgium,Canada,France,Germany"
8801073116474,"Buldak,Samyang",Cheese Flavour Buldak Hot Chicken Flavour Ramen,397.0,1180.0,0,"Tyskland,Norge"
8801043157711,Nongshim,Instand Nudeln,407.0,1456.0,0,"France,Germany"
6921555509357,JML,Instant Noodles Vegetable Flavour,474.0,0.0,1,France
4088600260426,Make in minutes By Aldi,Instant noodles curry flavour,162.0,169.0,1,en:gb
8720182777386,Knorr,Knorr Asia Noodles Vegetable Pkg,92.0,288.0,1,en:germany
8901058901580,Nestlé,Maggi 2-Minute Noodles,409.0,4288.0,0,en:fr
9556001255693,maggi,2 Minute Chicken Flavour Noodles,70.0,232.0,1,en:gb
8445290378415,Maggi,noodle Snack,321.0,0.0,0,en:germany
8852018800033,EiEi,Yum yum,78.0,336.0,1,en:fr
9556001135957,"Nestlé, Maggi",Curry Flavour Instant Noodles,454.0,1680.0,1,"France, Norway, en:united-kingdom"
8410300349976,Gallina Blanca,Yatekomo Oriental,0.0,0.0,1,"France,Poland,Spain"
8998866200301,Mi Sedaap,Mi Sedaap,467.0,1300.0,0,"Indonesia,Philippines"
8710522627570,Unox,good noodles,85.0,264.0,1,"France,Netherlands"
8901058901511,Maggi,2-minute noodles,427.0,469.0,0,India
8000050021651,"Saikebon, Star",Noodles Yakisoba Pollo,232.0,560.0,1,"France, Italy, Germany"
6923744306105,Noodle Master,Noodle master arôme poulet Teriyaki,103.0,320.0,1,France
5060250611437,Unknown,Katsu Curry,67.0,240.0,0,en:gb
3256225148653,U,Nouilles cup cuisinées saveur curry 70g,101.0,440.0,0,France
8712429176304,Nissin,"Soupe de nouilles de style japonais, saveur Poulet",86.0,480.0,1,"France, en:be"
8852018511045,Yumyum,Nouilles chinoises,75.0,360.0,1,France
6091091001681,Apollo,Nouilles Instanées - Saveur Boeuf Rôti,460.0,789.0,1,France
5997523315719,Nissin,Soba Sukiyaki Beef,220.0,0.0,1,en:gb
7613037639858,"Nestlé, Maggi",5-Minuten: Spaghetti in Tomatensauce,97.0,324.0,0,Deutschland
8714100666838,Knorr,Nudle ser w ziołach,86.3,349.0,1,Polska
8801043157766,nongshim,Seafood Ramyun,418.0,1680.0,0,"Frankreich,Deutschland,en:germany"
5997523312114,"Nissin,Nissin Foods",Cup Noodles 5 spices Beef Aromatic Spicy Soup,0.0,0.0,0,"Denmark,Germany,Norway"
8901014000159,Nissin,nissin,477.3,3324.0,0,in
3560071451707,Carrefour,Noodles saveur boeuf & soja,107.0,276.0,0,en:fr
3379140106987,Kailo brand,Nouilles instantané Saveur Poulet,492.0,2200.0,1,France
8714100698068,Knorr,Snack Pot Käse Sahne,105.0,0.7010000000000001,0,"Österreich,Frankreich,Deutschland"
0648436101276,Paldo,Paldo Volcano Chicken Noodle 140G,386.0,397.0,1,"Francuska,Norveška,Hrvatska"
8801043055604,Nongshim,Bowl Noodle Hot&Spicy,435.0,1760.0,1,France
3036815444675,Daisuki,Nouille Saveur Boeuf Gyudon,91.0,320.0,1,France
0089686170054,Indomie,noodles,467.0,1600.0,0,"Belgija,Bosna i Hercegovina,Bugarska,Hrvatska,Crna Gora,Sjeverna Makedonija,Republika Srpska,Slovenija"
3038359911064,Banzai noodle,Banzai Noodle,77.0,316.0,1,France
0041789002175,Maruchan,Ramen Noodle Soup Shrimp Flavor,430.0,1630.0,1,États-Unis
8712566488407,Conimex,Wok noodles (pate Pour Wok),353.0,292.0,0,"Belgium, France, Germany"
0031146270606,NONGSHIM,SHIN CUP NOODLE SOUP,440.0,1750.0,0,"United States, en:thailand"
4002359671135,SUZI WAN,Nouilles en pot saveur poulet curry  Suzi Wan 62 g,109.0,232.0,0,France
5000354914416,Batchelors,Super Noodles Chow Mein Flavour,153.0,164.0,1,United Kingdom
8712429176403,Nissin,Nouilles japonaise saveur boeuf SUKIYAKI,86.0,440.0,1,France
5997523315771,Nissin,Wok Style Soba Japanese Curry,203.0,551.0,0,"Italy, en:united-kingdom"
3229820801612,Tanoshi,Nouilles japonaises saveur bœuf gyudon,72.0,216.0,0,en:fr
0811670030040,Ocean's Halo,Organic Ramen Noodles,367.0,600.0,0,United States
8801045521312,Ottogi,Kimchi ramen,417.0,1480.0,1,France
8801073115422,Samyang,Jjajang Ramen,386.0,920.0,1,"Italien, Germany"
5997523328092,Nissin,Soba Chilli Noodles,200.0,459.0,0,en:Belgium
0041789002144,Maruchan,"Maruchan Ramen noodle soup, Soy Sauce Flavor",435.0,2070.0,1,"Switzerland,United States"
8711200336128,Amino,,78.0,284.0,1,"Niederlande, Polen, Vereinigtes Königreich, Germany"
3256225148813,U,Nouilles cuisinées cup saveur poulet 70g,106.0,264.0,0,France
5601260593605,Cigala,Banzai Noodle* Sabor Galinha,431.0,4660.0,1,Portugal
8852018201069,,Japanese chicken,95.0,480.0,0,France
8714100396575,Knorr,Asia noodles chicken mit hühnerfleischaroma,91.0,300.0,1,"Frankreich, Schweiz, Germany"
26032634,"Dulfrance, Les Printanières",Soupe Chinoise Nouilles et Champignons Noirs,132.0,1710.0,0,France
4019339646052,Davert,Noodle Cup - Thailändisch,101.0,344.0,0,Germany
8445290378545,Magic Asia,Nudelsnack Ente,77.0,400.0,0,en:germany
8801043060226,Nongshim,Shin Ramyun Black,427.0,4100.0,1,"Frankreich, Germany"
8801043157773,Nongshim,Soupe Nouille Néoguri Ramyun seafood,410.0,1200.0,0,"Österreich,Deutschland"
5901384503772,Oyakata,oyakata soy sauce noodles,79.0,372.0,1,"Frankreich, Germany"
0059491000358,MR. NOODLES,Instant Noodles,442.0,1300.0,1,"Canada,France"
0068400032632,lipton,Chicken Noodle Soup 25% less salt,368.0,2470.0,0,"Kanada,Deutschland"
8410300351108,Gallina Blanca,Yatekomo curry,95.0,304.0,1,"Francia,España"
8901058009705,"Maggi,Nestle",Veg atta noodles,314.0,799.0,0,India
0089686120226,Indomie,Indomie,467.0,900.0,1,"France, Jordan, en:saudi-arabia"
3661945390044,Korean Food Style,Nouilles UDON Cup Poulet - Korean Food Style,154.0,1080.0,0,France
0041789002960,maruchan,Maruchan ramen,0.0,0.0,0,"Spain, en:mexico"
0089686041705,"Indomie, Indofood",Indomie - Mi Goreng Jumbo,482.0,920.0,1,"United States, en:indonesia"
9556001137722,Maggi,2 Minute Noodles Chicken flavour,78.6,64.8,1,"Australia,New Zealand"
5206674101028,Oriental Express,Instant noodles with Pecking duck,0.0,0.0,0,en:Greece
5997523313272,Nissin,Soba Cup Noodles,208.0,560.0,1,"Frankreich, Germany"
8850987128400,"mama,มาม่า",Instant Cup Noodles Shrimp Creamy Tom Yum Flavour,450.0,3000.0,0,ประเทศไทย (Thai)
8720182406354,"Knorr,Unilever",Spaghetteria Spinaci,100.0,256.0,0,Deutschland
7613036679978,Maggi,Asia Noodle Cup Duck,104.0,1080.0,0,"Frankreich,Deutschland,Griechenland"
8801043055628,,Bowl Noodle kimchi flavor,439.0,2120.0,0,en:it
6921555509869,JML,Nouilles instantanées goût crevette,450.0,800.0,0,France
3038359911057,Banzai noodle,Banzai noodle,83.0,396.0,1,France
8801043032308,"Nongshim, Nongshim Suppe",Tempura UDON,423.0,1160.0,0,"Frankreich, Schweiz, Germany"
5997523313197,Nissin,Soba Thai,216.0,720.0,1,"Frankreich,Deutschland"
