barcode_id,brand,product_name,energy_kcal,protein_g,sodium_mg,has_msg,country
5997523312114,"Nissin,Nissin Foods",Cup Noodles 5 spices Beef Aromatic Spicy Soup,0.0,0.0,0.0,0,"Denmark,Germany,Norway"
8712429176403,Nissin,Nouilles japonaise saveur boeuf SUKIYAKI,86.0,2.5,440.0,1,France
4002359671135,SUZI WAN,Nouilles en pot saveur poulet curry  Suzi Wan 62 g,109.0,2.7,232.0,0,France
5000354914416,Batchelors,Super Noodles Chow Mein Flavour,153.0,3.1,164.0,1,United Kingdom
3560071451707,Carrefour,Noodles saveur boeuf & soja,107.0,2.4,276.0,0,en:fr
8801043055604,Nongshim,Bowl Noodle Hot&Spicy,435.0,8.3,1760.0,1,France
8901014000159,Nissin,nissin,477.3,0.44,3324.0,0,in
8410300351108,Gallina Blanca,Yatekomo curry,95.0,2.0,304.0,1,"Francia,España"
0068400032632,Lipton,Chicken Noodle,368.0,10.5,2470.0,0,"Kanada,Deutschland"
0089686041705,"Indomie, Indofood",Indomie - Mi Goreng Jumbo,482.0,10.0,920.0,1,"United States, en:indonesia"
8801073115422,Samyang,Jjajang Ramen,386.0,10.0,920.0,1,"Italien, Germany"
8852018201069,,Japanese chicken,95.0,2.1,480.0,0,France
5997523328092,Nissin,Soba Chilli Noodles,200.0,4.25,459.0,0,en:Belgium
0041789001956,"Maruchan,Instant Lunch",Instant Lunch Con Camarón,0.0,0.0,0.0,1,"Bolivia,México"
5901384503772,Oyakata,oyakata soy sauce noodles,79.0,1.8,372.0,1,"Frankreich, Germany"
4019339646052,Davert,Noodle Cup - Thailändisch,101.0,3.1,344.0,0,Germany
26032634,"Dulfrance, Les Printanières",Soupe Chinoise Nouilles et Champignons Noirs,132.0,4.8,1710.0,0,France
8901058009705,"Maggi,Nestle",Veg atta noodles,314.0,7.72,799.0,0,India
8888056603916,Koka,Koka,81.2,1.84,252.0,1,"France,United Kingdom"
8711200336128,Amino,,78.0,1.3,284.0,1,"Niederlande, Polen, Vereinigtes Königreich, Germany"
5997523313333,Nissin Cup Noodles,Roasted Duck Sweet Onion Soup,72.7,2.09,364.0,1,"Frankreich,Deutschland,Schweiz,Niederlande,Polen"
8714100396575,Knorr,Asia noodles chicken mit hühnerfleischaroma,91.0,1.6,300.0,1,"Frankreich, Schweiz, Germany"
5206674101028,Oriental Express,Instant noodles with Pecking duck,0.0,0.0,0.0,0,en:Greece
8445290378545,Magic Asia,Nudelsnack Ente,77.0,1.7,400.0,0,en:germany
8801043060226,Nongshim,Shin Ramyun Black,427.0,8.5,4100.0,1,"Frankreich, Germany"
8850987128400,"mama,มาม่า",Instant Cup Noodles Shrimp Creamy Tom Yum Flavour,450.0,8.33,3000.0,0,ประเทศไทย (Thai)
5997523313272,Nissin,Soba Cup Noodles,208.0,5.1,560.0,1,"Frankreich, Germany"
3661945390044,Korean Food Style,Nouilles UDON Cup Poulet - Korean Food Style,154.0,4.2,1080.0,0,France
8801043157773,Nongshim,Soupe Nouille Néoguri Ramyun seafood,410.0,7.4,1200.0,0,"Österreich,Deutschland"
0041789002144,Maruchan,"Maruchan Ramen noodle soup, Soy Sauce Flavor",435.0,9.41,2070.0,1,"Switzerland,United States"
8801045521015,Ottogi,Yeul Ramen. Ottogi,417.0,9.9,1480.0,1,France
5997523313357,"Cup Noodles, Nissin",Veggie Miso,80.0,2.2,440.0,1,"France,Germany"
7613037683660,Maggi,Saucy Noodles Teriyaki,458.0,9.3,1300.0,0,Germany
7613031923281,Maggi,Fusian Yakisoba classico noodles,437.0,9.0,983.0,0,Spain
9556001137722,Maggi,2 Minute Noodles Chicken flavour,78.6,1.89,64.8,1,"Australia,New Zealand"
0089686120226,Indomie,Indomie,467.0,12.0,900.0,1,"France, Jordan, en:saudi-arabia"
6921555509869,JML,Nouilles instantanées goût crevette,450.0,9.2,800.0,0,France
3038359911057,Banzai noodle,Banzai noodle,83.0,1.6,396.0,1,France
8801043032308,"Nongshim, Nongshim Suppe",Tempura UDON,423.0,7.3,1160.0,0,"Frankreich, Schweiz, Germany"
5997523313197,Nissin,Soba Thai,216.0,4.4,720.0,1,"Frankreich,Deutschland"
8888056708512,Koka®,Oriental Instant Noodles: Vegetable Flavour,0.0,0.0,0.0,1,"France,United Kingdom"
3256225148813,U,Nouilles cuisinées cup saveur poulet 70g,106.0,1.6,264.0,0,France
0811670030040,Ocean's Halo,Organic Ramen Noodles,367.0,11.7,600.0,0,United States
8852018511083,Yum Yum,Nouilles Instantanées au Boeuf,0.0,0.0,0.0,1,France
0041789002922,Maruchan,Maruchan Ramen Sabor a Carne de Res,0.0,0.0,0.0,1,"Bolivia,España,Panamá,Argentina"
0059491000358,MR. NOODLES,Instant Noodles,442.0,11.6,1300.0,1,"Canada,France"
0041789002960,maruchan,Maruchan ramen,0.0,0.0,0.0,0,"Spain, en:mexico"
8711327414921,Knorr,Knorr Pasta Snack Brokkoli-Käse-Sauce,102.0,3.5,272.0,0,Deutschland
8720182406354,"Knorr,Unilever",Spaghetteria Spinaci,100.0,3.2,256.0,0,Deutschland
5601260593605,Cigala,Banzai Noodle* Sabor Galinha,431.0,10.4,4660.0,1,Portugal
8801043055628,,Bowl Noodle kimchi flavor,439.0,7.9000000953674,2120.0,0,en:it
7613036679978,Maggi,Asia Noodle Cup Duck,104.0,2.22,1080.0,0,"Frankreich,Deutschland,Griechenland"
0089686130027,Indofood,Indomie Instant Noodles Chicken Flavor,450.0,10.0,0.0,0,France
3036815444712,Daisuki,Nouilles saveur Bœuf Guydon,172.0,3.7,440.0,0,France
4023900545460,Bamboo Garden,Eier Mie Nudeln,366.0,12.0,160.0,0,en:Germany
5901384502768,Ajinomoto,Oyakata Kurczak Teriyaki,242.0,4.9,708.0,1,Polska
8805957019486,"Maison de Corée, Samyang",Ramen  - Nouilles coréennes goût coco poulet,454.0,9.2,1200.0,1,France
8853662005003,"Agidra, Exotic Food",Nouilles Pad Thaï,211.0,3.4,1140.0,1,France
5901384506667,Oyakata,,83.0,2.2,348.0,1,"France,États-Unis"
7350035210114,Samyang,Samyang Ramen Biff smak,463.0,8.0,2000.0,1,Sverige
4770107252942,Sun Yan,Asian style chicken flavour instant noodles,99.0,2.2,287.0,1,en:fr
5000354916618,Batchelors,BIG Super Noodles imp,134.0,2.51,256.0,1,United Kingdom
8850987148651,"mama,มาม่า",Mama salted egg,191.0,3.9,600.0,1,"Thailand,Poland"
6111269970042,Unknown,NOSILLES POULET SPECIAL,444.8,9.2,760.0,1,en:morocco
8710998439592,Unknown,Nouilles,464.0,0.9,1520.0,0,en:fr
8712429381401,Nissin,Demae Ramen Tonkotsu,92.0,1.9,0.0,1,"Frankreich, Germany"
5050665045378,Naked,korean style bbq beef,171.0,3.5,536.0,0,gb
5997523313371,Cup Noodles,Cup Noodles Ramen Style Teriyaki Chicken Flavour,23.4,0.571,146.0,1,"Frankreich,Deutschland"
5050665020504,Naked,Cantonese style Hoisin Duck flavour Egg Noodles,88.5,2.69,314.0,0,en:GB
5997523324377,NISSIN,Soba Wok Style - Yakitori Chicken Flavour,211.0,4.3,520.0,1,"Frankreich, Germany"
3256225722761,U,Nouilles cuisinées cup aux fruits de mer,442.0,8.4,1880.0,0,France
5050665004016,,Thai Noodles,83.0,2.2,248.0,0,"Ireland, en:gb"
4820048616492,Maggi,Fidelicios Vită,445.0,9.7,2360.0,0,"Japan,Romania"
6923744358180,Ever Roka,Roka Instant Noodles - Spicy Chili Flavour,464.0,11.0,1184.0,0,"France, en:morocco"
7613035897427,MAGGI,Fix Magic Asia Gebratene Nudeln,200.0,5.11,620.0,0,Alemania
19237446,Noodle Master,Nouilles à poêler au piment doux,471.0,13.0,1440.0,0,France
7613036679992,"Maggi, Nestle",Noodle cup Curry,103.0,2.19,369.0,0,"Frankreich, Germany"
8901058005851,Nestle,Maggi Atta Noodles,321.0,8.1,805.8,0,"United States, en:india"
4056489918868,"Vitasia, Lidl",Miso Soup,129.0,5.6,1.8,0,"Nemecko,Írsko,Spojené kráľovstvo,Slovensko"
8852018101185,YumYum,Instant-Nudeln Chicken Sriracha Geschmack,0.0,0.0,0.0,1,"Frankreich,Deutschland,Norwegen"
4056489354901,Newgate Express,Curry Flavour Instant Noodles,162.0,4.1,204.0,0,en:United Kingdom
8710522599983,Knorr,Asia Noodels Thai,91.1,1.57,276.0,1,"Belgien,Deutschland,Schweiz"
6111249948290,Unknown,Nouilles instantanées,442.0,10.0,720.0,0,en:ma
9555022300030,Mamee,Nouilles orientales arôme de champignons - 85 g - Mamee,78.0,1.9,520.0,0,France
8906013030015,"CG Foods, Wai wai",WAI WAI,471.0,10.0,1280.0,1,France
8850987101472,"mama,มาม่า",มาม่าคัพ,450.0,10.0,2430.0,1,Thailand
8901058891430,Nestle nutrition,2-minutes masala noodles,389.0,8.2,411.2,0,en:India
8888056603008,koka,Chicken Noodles,462.0,10.6,35.3,0,en:United Kingdom
5901384503659,"Ajinomoto, Oyakata",Japanese Beef Wasabi,234.0,4.8,624.0,1,France
8901058851328,Maggi,Maggi 2 Minutes Noodles Masala,437.14285714286,10.42857170105,1232.14285714292,0,"France,India,Spain"
5997523317256,"Cup Noodles, Nissin",Nouilles Japonaises Curry Japonais,85.0,2.2,440.0,1,France
5901384503758,"Ajinomoto, OYAKATA",Miso Rahmen,93.0,2.2,352.0,1,"Frankreich, Germany"
0059491000778,Mr. Noodles,Instant Noodles,442.0,11.6,1580.0,1,Canada
5057172957576,Asda,Noodles,162.0,5.2,0.0,0,en:gb
9555022300009,Mamee,Nouilles instantanées saveur boeuf,0.0,0.0,0.0,0,"France,Suisse"
8720182414120,Lost the Pot Noodle,Chip Shop Curry Flavour Noodles,122.0,2.9,208.0,1,en:United Kingdom
4605496007494,Rollton,Instant Noodles Chicken flavour,451.0,8.7,2160.0,0,Germany
0070662130032,Nissin,The Original Cup Noodles Chicken Flavor,451.0,9.86,2500.0,0,Estados Unidos
8852018800026,Yum Yum Thai Signature,Thai Spicy Soup,104.2,1.5,400.0,1,France
8710522627518,"Knorr,Unilever",Asia Noodles - Duck Taste,81.0,1.6,212.0,1,"Österreich,Deutschland"
8852523206092,Thai Chef,Typ Ente,421.0,8.3,2320.0,1,Deutschland
8714100679852,"Knorr,Unilever",Asia Noodles Currygeschmack,96.0,1.7,312.0,0,Deutschland
8994963002893,Indomie,noodles special chicken flavour,467.0,10.0,1600.0,0,"Italy, en:united-kingdom"
5000118203534,Pot Noodle,Chinese Chow Mein Noodles,135.0,3.05,232.0,1,"United Kingdom, United States"
8901725005887,Sunfeast,Yippee Noodles,459.0,9.0,498.84000000000003,0,en:India
0089686170078,Govedina,Indo Mie Beef Noodles,440.0,11.3,1380.0,0,France
6921555509340,Unknown,Tomyum,461.0,6.5,1880.0,0,en:france
5997523313050,Nissin,CUP NOODLES Curry,85.0,2.2,440.0,1,en:fr
4580352290121,Samyang,Potato ramen,433.0,10.0,1659.0,1,"France,Norway"
3263850450464,Leader Price,Noodles Saveur Curry,110.0,3.0,280.0,1,France
8801128542609,Mr min,Nouilles instantanée,77.0,1.6,312.0,0,France
4061462213090,Asia Green Garden,Instant-Nudeln Beef,468.0,10.0,2000.0,1,Deutschland
8585002442567,Maggi,Fusian oriental noodles teriyaki,360.0,13.8,1240.0,0,en:Italy
8720182528780,Knorr,Asia Noodles - Vegetable Taste,84.9,1.77,263.0,1,Deutschland
0031146250103,Nongshim,Bowl Noodles Hot & Spicy Flavor,419.0,9.3,1850.0,0,"United States,New Zealand"
0055000490955,"Maggi,Nestlé",Masala Festive Pack Authentic Indian Noodles,443.0,8.57,1390.0,0,Canada
4061462213038,Asia Green Garden,Instant-Nudeln mit Hühnerfleischgeschmack,73.0,2.0,315.0,1,Deutschland
8720181138720,Pot Noodle,Piri-Piri Chicken Noodles,133.0,3.0,197.0,1,en:gb
8901058000191,Maggi,Family Fun Pack,384.0,8.14,1030.0,0,"United States, en:india"
4088600249223,Aldi Asian Inspired,Thai sweet chilli egg noodles,89.0,2.9,204.0,0,en:gb
8720182443878,Pot Noodle,Pot Noodle Doner Kebab 90g,136.0,3.61,245.0,1,"United Kingdom,en:united-kingdom"
3263850450167,Leader Price,Noodles Leaderprice saveur boeuf,110.0,3.0,280.0,1,en:fr
3560070824861,Carrefour,Noodles saveur poulet,84.0,1.9,256.0,0,"France, Espagne"
6091091008369,Apollo,Nouilles Dan Bol Curry Apollo,460.0,9.2,340.0,1,France
8595153900366,Unknown,Thai chicken,471.0,10.0,2240.0,0,en:fr
4607065580070,Unknown,Doshirak boeuf,400.0,8.0,2132.0,0,en:fr
6923744359125,Unknown,Noodles orientales saveur crevettes,110.0,3.0,280.0,0,en:fr
8410300351610,gallina blanca,Yatekomo pollo con soja,205.0,4.2,680.0,0,España
0074603005892,Samyang,Sogokimyun,408.0,10.0,1760.0,1,"Germany,United States"
8906013032187,WAIWAI,WAI WAI,469.0,9.0,500.0,1,en:India
8801043157735,Nongshim,AnSungTangMyun Noodle,423.0,8.2,1880.0,0,"Bulgarije,Frankrijk,Duitsland,Kazachstan,Nederland,Zuid-Korea,Verenigde Staten van Amerika"
8711327414938,Knorr,Pasta Snack Pot &quot;Pilz & Rahm&quot;,104.0,3.3,280.0,0,Germany
8850987101489,"mama,มาม่า",,467.0,10.0,3050.0,0,Thailand
8901014011117,"Nissin,Top Ramen",Top Ramen Atta Masala Noodles,455.15,11.16,1259300.0,0,India
8714100750612,knorr,noodles tomato,0.0,0.0,0.0,0,"Lithuania,Czech Republic"
4088600249209,Asian Inspired,Singapore Curry Egg Noodles,88.0,2.7,240.0,0,en:United Kingdom
8851876201778,MAMA,instant rice noodles vegetable flavour,0.0,0.0,0.0,1,"Finland,Germany"
8445291175006,Maggi,MAGGI® Nouilles instantanées sauce Teriyaki 75g,462.0,8.4,1360.0,0,en:fr
8410300101345,Gallina Blanca,Sopa de Ave con Fideos,24.0,1.0,288.0,1,"Francia,España"
5997523313258,"Cup Noodles, Nissin, Nissin Cup Noodles",Soba Peking Duck,203.0,4.4,1300.0,1,"Frankreich,Deutschland,Schweiz"
7037610063715,Orkla foods norge,Nudler med kyllingsmak,0.0,0.0,0.0,1,Norway
0089686140743,IndomieIndofood,Instant noodles migoreng satay flavour,219.0,4.94,451.0,1,"Australia,France,Indonesia,United States"
4316734061351,"Diamond, Kreyenhop & Kluge",Quick cooking noodles,318.0,12.0,380.0,0,"Deutschland,en:germany"
